"Name","Classification","Homepage","SocialMedia","Locality","Lat","Lng","Address","Country","Description","SupportRequest","SupportOffer","Hotline","Tags","Notes","ListingSource","ListingSourceId","ListingSourceUpdated"
"Coronavirus Long Beach Community support group","FacebookMutualAid","https://www.facebook.com/groups/longbeachcoronavirussupport/","https://www.facebook.com/groups/longbeachcoronavirussupport/","Long Beach, California",33.8045,-118.1678,,,,,,,"","","Reach4Help",,"2020-04-01"
"COVID-19 Mutual Aid - LA - Ground Game","","https://www.gofundme.com/f/covid19-mutual-aid-network","http://facebook.com/mutualaidLA","Los Angeles, California",34.0522,-118.2437,,,,,,,"","","Reach4Help",,"2020-04-01"
"Oakland At Risk","","https://www.oaklandatrisk.com/",,"Oakland, California",37.8044,-122.2712,,,,"https://docs.google.com/forms/d/e/1FAIpQLSf72Nd_SzKqoZkr0nRICpVfZjI2ipVy5meOpARUTanGkkNb5w/viewform","https://docs.google.com/forms/d/e/1FAIpQLSeocUMsWW9al0K8AQ2aFtHHdkWJ_QDClT_MjXUDpita7IlTQA/viewform","+1 510 306 4973","","","Reach4Help",,"2020-04-01"
"Orange County COVID-19 Mutual Aid","","https://docs.google.com/spreadsheets/d/1UqvDWmL4Wt_fOphAL_EZddI2WWZPeBNt3yt9RKosBJI/edit#gid=634347005",,"Orange County, California",33.702964,-117.759801,,,,,,,"","","Reach4Help",,"2020-04-01"
"Sacramento COVID-19 Mutual Aid","","https://docs.google.com/spreadsheets/d/1iRTr4P5fJsGlJ5ogNqogZMOFtuOsdMSiDylkjZo-AKE/edit#gid=634347005",,"Sacramento, California",38.575042,-121.496461,,,,,,,"","","Reach4Help",,"2020-04-01"
"The Jacobs & Cushman San Diego Food Bank","","https://sandiegofoodbank.org/",,"San Diego, California",32.838665,-117.146094,,,"The Jacobs & Cushman San Diego Food Bank and our North County Food Bank chapter comprise the largest hunger-relief organization in San Diego County. Last year, the Food Bank distributed 28 million pounds of food, and the Food Bank serves, on average, 350,000 people per month in San Diego County.

    Through our North County Food Bank chapter and by partnering with nearly 500 nonprofit partners with feeding programs, the Food Bank provides nutritious food to individuals and families in need in communities throughout San Diego County.","https://sandiegofoodbank.org/contact/?looking-for=Help","https://sandiegofoodbank.org/volunteer/","+1 858 527 1419","","","Reach4Help",,"2020-04-01"
"Serving Seniors","","https://servingseniors.org/",,"San Diego, California",32.838665,-117.146094,,,"Serving Seniors is a nonprofit organization in San Diego, California, serving low-income older adults aged 60 and above. We help poor and homeless seniors thrive using an innovative model of whole-person, wraparound support including meals, housing, health and social services, and lifelong learning.

    Working at 15 sites across the county and in the homes of hundreds of homebound seniors, we provide 640,000 meals and coordinated services to 5,000 older adults each year, most of them living on less than $1,000 per month. Serving Seniors is the largest provider of meals to seniors in the county, and one of the only organizations in the nation providing such a broad base of services to vulnerable, at-risk older adults.",,"https://servingseniors.org/get-involved/volunteer.html","+1 619 235 6572","","","Reach4Help",,"2020-04-01"
"United Way of San Diego County","","https://uwsd.org/",,"San Diego, California",32.838665,-117.146094,,,"We strengthen our community when we align with partners and leverage our resources to transform lives.

    UWSD works in alignment with partners to address inequities in our region and help underserved communities. Together, we leverage the use of data and our partners’ expertise to better understand root causes, and put impactful solutions into action.

    Today, in partnership with others, we use shared goals, innovation, and proven practices to resolve inequities and transform the lives of children, young adults, and families.",,"https://uwsd.org/get-involved/volunteer/","+1 858 492 2000","","","Reach4Help",,"2020-04-01"
"How Can I Help? Bay Area","","https://docs.google.com/spreadsheets/d/1gQlAmgIsXdEUdISa3gKYd5PX6eq6nc5WALdmNxQpNGw/edit#gid=0",,"Bay Area, California",37.8272,-122.2913,,,"Document detailing many ways in which you can help with the COVID-19 crisis in the Bay Area",,,,"","","Reach4Help",,"2020-04-01"
"SF Bay Mutual Aid","","https://airtable.com/shrOvUwUKyuN6zyqv",,"Bay Area, California",37.8272,-122.2913,,,,"https://airtable.com/shrYOG9wFVvurJl15","https://airtable.com/shrOvUwUKyuN6zyqv",,"","","Reach4Help",,"2020-04-01"
"Sacramento Mutual Aid","","https://www.sacmutualaid.org/",,"Sacramento, California",38.575042,-121.496461,,,,,,,"","","Reach4Help",,"2020-04-01"
"Santa Clara County COVID-19 Financial Solidarity","","https://archive408.com/2020/03/15/santa-clara-county-covid-19-financial-solidarity/",,"Santa Clara County, California",37.368645,-121.967235,,,,,,,"","","Reach4Help",,"2020-04-01"
"South Bay Mutual Aid Intake","","https://docs.google.com/forms/d/e/1FAIpQLSelE_VdJNsuMdO1Z8OE-y5ltQZCZSeFG1pkknvKNmv11HAssw/viewform",,"South Bay Area, California",37.279845,-121.831213,,,,"https://docs.google.com/forms/d/e/1FAIpQLSce8fn2o3E1ypc2qWsyGjT4tRLIHtbD-XSOQhx756Qfu5haqw/viewform","https://docs.google.com/forms/d/e/1FAIpQLSelE_VdJNsuMdO1Z8OE-y5ltQZCZSeFG1pkknvKNmv11HAssw/viewform",,"","","Reach4Help",,"2020-04-01"
"COVID-19 Mutual Aid - VENTURA COUNTY DSA","","https://www.dsaventuracounty.org/covid_19_mutual_aid",,"Ventura County, California",34.515831,-119.078374,,,,"https://forms.gle/zFqr16DZGCTbBfz86","https://forms.gle/ufH4acmKsKN7th9n7",,"","","Reach4Help",,"2020-04-01"
"DC Mutual Aid Network East of the River","","https://www.gofundme.com/f/blmcovid","https://www.facebook.com/BLMDC","District of Columbia / Washington",38.897851,-77.030027,,,"In the wake of the COVID-19, the people of D.C. are mobilizing to launch and expand real grassroots mutual aid efforts.
Black Lives Matter DC is raising funds for our Mutual Aid Network East of the River in Washington, D.C.
Black Lives Matter DC is a member-based abolitionist organization centering Black people most at risk for state violence in DC, creating the conditions for Black Liberation through the abolition of systems and institutions of white supremacy, capitalism, patriarchy, and colonialism. We are located in Washington, DC,
This Mutual Aid Network is a grassroots, community focused and lead ecosystem for folks in DC (District of Columbia) are engaged in or are looking to plug in. We are collecting and purchasing supplies to make hygiene bags, sack lunches and provide other material support that we have started distributing. We are working to support as many of our neighbors who are housing and food insecure as well as others that need support East of the River in Wards 7 & 8 as possible.",,"https://www.gofundme.com/f/blmcovid","+1 202 630 0336","","","Reach4Help",,"2020-04-01"
"Front Range Mutual Aid","","http://bit.ly/covidaidcolorado",,"Colorado",39.026468,-105.414834,,,,"http://bit.ly/getcovidaidcolorado","http://bit.ly/covidaidcolorado",,"","","Reach4Help",,"2020-04-01"
"Mutual Aid Infrastructure- Aurora, Colorado","FacebookMutualAid","https://www.facebook.com/groups/2704399092941296/?ref=share","https://www.facebook.com/groups/2704399092941296/?ref=share","Aurora, Colorado",39.71408,-104.70603,,,,,,,"","","Reach4Help",,"2020-04-01"
"Boulder Coronavirus Community Coping Crew","FacebookMutualAid","https://www.facebook.com/groups/199467514668513/?ref=share","https://www.facebook.com/groups/199467514668513/?ref=share","Boulder, Colorado",40.014671,-105.282252,,,,,,,"","","Reach4Help",,"2020-04-01"
"COS Mutual Aid Network = Red de Ayuda Mutua en COS","","https://pad.disroot.org/p/COS_Mutual_Aid_Links?fbclid=IwAR1cl_yvgZXzlRXKmzksgxa0Evbb8cn-2hcxeH1Bcidup1VzeT4HwjyLm50","https://www.facebook.com/groups/580039515935157/?ref=share","Colorado Springs, Colorado",38.825097,-104.823277,,,,,,,"","","Reach4Help",,"2020-04-01"
"CV19 Quarantine Delivery Taskforce","","https://docs.google.com/document/d/198HdHPMreqPaWhsFjQjVWl-qx9rcik1vIPOYvR5Kiig/edit","https://www.facebook.com/groups/1750449275097011/?ref=share","Denver, Colorado",39.727881,-104.992892,,,,,,,"","","Reach4Help",,"2020-04-01"
"Help Needed in Denver Metro","FacebookMutualAid","https://www.facebook.com/groups/516631032588738/?ref=share","https://www.facebook.com/groups/516631032588738/?ref=share","Denver, Colorado",39.727881,-104.992892,,,,,,,"","","Reach4Help",,"2020-04-01"
"Durango & La Plata County Area Donation Opportunities + Community & Information Resources","","https://docs.google.com/document/d/1odc1Vtb8StICRLBHEC9bvOJyFUQYkHjaBwqaLa1iap8/edit",,"Durango & La Plata County, Colorado",37.310604,-107.884585,,,,,,,"","","Reach4Help",,"2020-04-01"
"Be KIND Durango CO","FacebookMutualAid","https://www.facebook.com/groups/beKINDurango/","https://www.facebook.com/groups/beKINDurango/","Durango & La Plata County, Colorado",37.310604,-107.884585,,,,,,,"","","Reach4Help",,"2020-04-01"
"Stand Together Durango COVID19","FacebookMutualAid","https://www.facebook.com/groups/2710235775748052/?ref=group_header","https://www.facebook.com/groups/2710235775748052/?ref=group_header","Durango & La Plata County, Colorado",37.310604,-107.884585,,,,,,,"","","Reach4Help",,"2020-04-01"
"Grand Junction Mutual Aid #grandjunctionmutualaid","FacebookMutualAid","https://www.facebook.com/groups/606348506878942/?ref=share","https://www.facebook.com/groups/606348506878942/?ref=share","Grand Junction, Colorado",39.07661,-108.554731,,,,,,,"","","Reach4Help",,"2020-04-01"
"Mutual Aid Waterbury, Bridgeport, New Haven","","http://bit.ly/2Wg2pvc",,"Connecticut: Hartford, Bridgeport, Waterbury, and New Haven",41.480676,-72.919991,,,,"https://docs.google.com/forms/d/e/1FAIpQLSftDN2mV9dCv_5uF2n341h21hNfT80bzNYmVJQaBFHUvi909A/viewform","https://docs.google.com/forms/d/e/1FAIpQLSeWN1V25kvvY-zO5yNpeLf1_VpFVfz1RXntPw98TBin3g0GXw/viewform",,"","","Reach4Help",,"2020-04-01"
"Información y apoyo mutuo durante el coronavirus: New Haven, Connecticut","","https://ulanewhaven.org/informacion-coronavirus/","https://www.facebook.com/groups/apoyo.mutuo.new.haven/?ref=share","New Haven, Connecticut",41.305505,-72.93047,,,,,,,"","","Reach4Help",,"2020-04-01"
"New London Mutual Aid Collective - Community Network","FacebookMutualAid","https://www.facebook.com/groups/646521702359874/?ref=share","https://www.facebook.com/groups/646521702359874/?ref=share","New London, Connecticut",41.352049,-72.091404,,,,,,,"","","Reach4Help",,"2020-04-01"
"DC Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/groups/492881801379594/?ref=share","https://www.facebook.com/groups/492881801379594/?ref=share","District of Columbia / Washington",38.897851,-77.030027,,,,,,,"","","Reach4Help",,"2020-04-01"
"Gainesville COVID-19 Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/243135496869312/?ref=share","https://www.facebook.com/groups/243135496869312/?ref=share","Gainesville, Florida",29.670145,-82.342751,,,,,,,"","","Reach4Help",,"2020-04-01"
"Mutual Aid Greater Tampa - Resources and Information","","https://docs.google.com/document/d/1qSt4xTJpEZ0pa5-ZxbUi5WZX5w6JI4Do8u4zU6nENLg/edit",,"Tampa, Florida",27.996837,-82.424077,,,,,,,"","","Reach4Help",,"2020-04-01"
"Tampa Mutual Aid Response- Coronavirus","","https://docs.google.com/document/d/1opIYkD-cXzUu2tLp59EkktPHExZeBqPN9k7i107X3UE/mobilebasic",,"Tampa, Florida",27.996837,-82.424077,,,,,,,"","","Reach4Help",,"2020-04-01"
"Mutual Aid/Relief Fundraiser","","Paypal: fcrcollective@gmail.com","https://www.facebook.com/donate/201582851152373/563301290955017/","Baltimore, Maryland",39.17,-76.37,,,"Focused on distributing needed items to working class black and brown people, seniors, queer and trans folx. If you have extra baby formula, pampers, over the counter medication such as cold and flu meds, Ibuprofen, boxed food, canned food, bagged food, water or toiletries message the FB link and coordinated volunteers can schedule a drop off of those items at a private location for our Baltimore Mutual Aid/Emergency Relief efforts! 
Food, Clothing & Resistance Collective - Maroon Movement is doing a mutual aid & emergency relief fundraising drive providing electronic or delivered distributions of resources for anyone who may need some ""extra assistance"" to stock up food, toiletries and medical supplies in Baltimore during this still very early stage of an emerging pandemic (Covid-19), in the middle of another pandemic (Influenza).
Due to so many local closures and loss of income for some now, and many others possibly in the near future, we as usual want to do our part to help out those who are most vulnerable in our community. Please help us with a monetary donation or donation of canned, boxed or bagged food items, baby formula, produce, toiletries (including pampers) and over the counter medical supplies.
For more info, or to set up a scheduled drop off of items, or to volunteer please message us or email us at: maroonmovement@gmail.com. Thank you for your solidarity!",,"https://www.facebook.com/donate/201582851152373/563301290955017/","","","","Reach4Help",,"2020-04-01"
"Baltimore Neighborhood Quarantine Response Teams","","https://docs.google.com/document/d/1G5JcyxmywcTdNeaSGxUNycl9mtCdGkF4MYPVxEBH4SY/mobilebasic?urp=gmail_link",,"Baltimore, Maryland",39.17,-76.37,,,,,,,"","","Reach4Help",,"2020-04-01"
"BENZIE COUNTY COVID-19 RESOURCES AND NEEDS","","https://docs.google.com/document/d/1FYcqcbY2qMuuy75GIIM9UuqvFR_-YlVKfFcrqJOy9mw/edit?fbclid=IwAR1Lfd0mZrm4GgqOwmcXAeJGnTLUEQ0wmooezGvgnVYjXvKEZT8EYPU2tUI",,"Homestead Township, MI, USA",44.633482,-85.98999,,,"",,"https://docs.google.com/document/d/1FYcqcbY2qMuuy75GIIM9UuqvFR_-YlVKfFcrqJOy9mw/edit?fbclid=IwAR1Lfd0mZrm4GgqOwmcXAeJGnTLUEQ0wmooezGvgnVYjXvKEZT8EYPU2tUI",,"","","Reach4Help",,"2020-04-01"
"GRAND RAPIDS AREA PANDEMIC RESOURCES","","https://docs.google.com/forms/d/1tVSwz0xYnrDJEjk3MWU32eS6q0eE5TSA0jOUL-frKcA/viewform?ts=5e766a19&fbclid=IwAR0Od69ftV6DJlqNpr_6knR6SQexBbZyodz2Mgi3k_C9HbNU318hTEJZGa4&edit_requested=true#responses","https://www.facebook.com/groups/209101217168617/","Alpine Township, MI, USA",43.086943,-85.740738,,,"",,"https://docs.google.com/forms/d/1tVSwz0xYnrDJEjk3MWU32eS6q0eE5TSA0jOUL-frKcA/viewform?ts=5e766a19&fbclid=IwAR0Od69ftV6DJlqNpr_6knR6SQexBbZyodz2Mgi3k_C9HbNU318hTEJZGa4&edit_requested=true#responses",,"","","Reach4Help",,"2020-04-01"
"WASHTENAW COUNTY MUTUAL AID + RESOURCES","FacebookMutualAid","https://www.facebook.com/groups/2424471741198383/","https://www.facebook.com/groups/2424471741198383/","Freedom Township, MI, USA",42.208176,-83.987732,,,"",,,,"","","Reach4Help",,"2020-04-01"
"SAUGATUCK/DOUGLAS SECOND RESPONDERS","","https://sdvolunteers.com/",,"Saugatuck, MI 49453, USA",42.658494,-86.205861,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSdKd62iT4GEWLACz9tJnekgh4iWxiVOVHxjBqiV1469B8JFnw/viewform",,"","","Reach4Help",,"2020-04-01"
"GRAND TRAVERSE BAND OF OTTAWA AND CHIPPEWA INDIANS MUTUAL AID","",,,"Suttons Bay Township, MI, USA",44.995845,-85.65501,,,"",,,,"","","Reach4Help",,"2020-04-01"
"KALAMAZOO MUTUAL AID","","https://docs.google.com/forms/d/e/1FAIpQLSeW-Dmt_Z_QPu81ad0jo5gs4vjx2zREupOmdoLnn2JBntapGg/viewform","https://www.facebook.com/groups/225779971877883/","Southside, Kalamazoo, MI, USA",42.274765,-85.588179,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSeW-Dmt_Z_QPu81ad0jo5gs4vjx2zREupOmdoLnn2JBntapGg/viewform",,"","","Reach4Help",,"2020-04-01"
"SOUTHWEST MICHIGAN MUTUAL AID","FacebookMutualAid","https://www.facebook.com/groups/3137606989603526/",,"Wayne Township, MI, USA",42.032974,-86.044922,,,"",,"https://www.facebook.com/groups/3137606989603526/",,"","","Reach4Help",,"2020-04-01"
"BAY MILLS INDIAN COMMUNITY MUTUAL AID","","https://docs.google.com/spreadsheets/u/1/d/1CduPghNgY92MufdZDoYjkcjmbYp-l_43EQPRhxlmVPU/htmlview?fbclid=IwAR0tCQI5Av8UgCe5XVcW_cb9TQarlhFoiJO4LcU90FF39JEnNic7F3FrnMc",,"Bay Mills Township, MI, USA",46.444495,-84.745826,,,"",,,,"","","Reach4Help",,"2020-04-01"
"SPARK IN THE DARK","FacebookMutualAid","https://www.facebook.com/groups/sparkinthedark/","https://www.facebook.com/groups/sparkinthedark/","East Bay Township, MI, USA",44.735028,-85.523071,,,"",,,,"","","Reach4Help",,"2020-04-01"
"COMBATING COVID IN SOUTHWEST DETROIT","","https://docs.google.com/forms/d/e/1FAIpQLSdrdIvdO3AHzCJBXloy-KExxQabrMUSbr_xgo4Y9NBI-GHnTA/viewform",,"Detroit, MI, USA",42.332174,-83.11068,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSdrdIvdO3AHzCJBXloy-KExxQabrMUSbr_xgo4Y9NBI-GHnTA/viewform",,"","","Reach4Help",,"2020-04-01"
"MUTUAL AID OF NORTHWEST MICHIGAN","FacebookMutualAid","https://www.facebook.com/groups/784134155443201/?hc_location=ufi","https://www.facebook.com/groups/784134155443201/?hc_location=ufi","Traverse City, MI, USA",44.736979,-85.567017,,,"",,,,"","","Reach4Help",,"2020-04-01"
"DETROIT-BASED COVID-19 MUTUAL AID","","https://docs.google.com/spreadsheets/d/1-m6QBgqejlk2h6uJ0WGkphZuZ5MR3-uWCkv2vSZcHY8/edit?fbclid=IwAR2dcKuYe-I787XJLyl2I6DtTrPMrfxTkdPRQT6VE59CdoykxNOBgMvGIHs#gid=1526320049","https://www.facebook.com/groups/2554127328195074/","Dexter Linwood, Detroit, MI, USA",42.383444,-83.10232,,,"",,"https://docs.google.com/spreadsheets/d/1-m6QBgqejlk2h6uJ0WGkphZuZ5MR3-uWCkv2vSZcHY8/edit?fbclid=IwAR2dcKuYe-I787XJLyl2I6DtTrPMrfxTkdPRQT6VE59CdoykxNOBgMvGIHs#gid=1526320049",,"","","Reach4Help",,"2020-04-01"
"The MUTUAL AID NETWORK OF YPSILANTI (MANY)","","https://ypsimutualaid.org/",,"Ypsilanti, MI, USA",42.236398,-83.61866,,,"",,,,"","","Reach4Help",,"2020-04-01"
"GRAND RAPIDS AREA COVID-19 MUTUAL AID","","https://docs.google.com/forms/d/e/1FAIpQLSclYE9PAOHDVJi-lIGMFrdmOYq7s-NiFgHA9q6zTpxcaJVcLg/viewform?fbclid=IwAR1wbfk2GSK4phL97Ny1etdVGm7fGUsQnkx7AH15-1Y-loLR-hSa6lqeVHQ","https://www.facebook.com/GRAMutAid/","Heritage Hill, Grand Rapids, MI 49503, USA",42.96146,-85.655716,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSclYE9PAOHDVJi-lIGMFrdmOYq7s-NiFgHA9q6zTpxcaJVcLg/viewform?fbclid=IwAR1wbfk2GSK4phL97Ny1etdVGm7fGUsQnkx7AH15-1Y-loLR-hSa6lqeVHQ",,"","","Reach4Help",,"2020-04-01"
"OAKLAND COUNTY COVID RESPONSE","","https://www.mycovidresponse.org/",,"Waterford Twp, MI, USA",42.660276,-83.385791,,,"",,"https://www.mycovidresponse.org/signup/",,"","","Reach4Help",,"2020-04-01"
"CHARLEVOIX COUNTY HELPING HANDS","FacebookMutualAid","https://www.facebook.com/groups/696771177745067/","https://www.facebook.com/groups/696771177745067/","Charlevoix, MI 49720, USA",45.319323,-85.256653,,,"",,,,"","","Reach4Help",,"2020-04-01"
"PONTIAC CORONAVIRUS EMERGENCY RELIEF FOOD/SUPPLIES","","https://www.signupgenius.com/go/30e0b48aaa628a13-drive",,"Pontiac, MI, USA",42.649252,-83.287809,,,"",,"https://www.signupgenius.com/go/30e0b48aaa628a13-drive",,"","","Reach4Help",,"2020-04-01"
"YOOPERS HELPING YOOPERS","","https://docs.google.com/spreadsheets/d/1-WZDwFkAKEyECe3fG07EgZ5J1vOKgtKJG93eyYW5lx8/edit",,"Quincy Township, MI 49930, USA",47.129951,-88.582764,,,"",,,,"","","Reach4Help",,"2020-04-01"
"LEONI TOWNSHIP MUTUAL AID","FacebookMutualAid","https://www.facebook.com/groups/144130126892991/",,"Leoni Township, MI, USA",42.260795,-84.293804,,,"",,"https://www.facebook.com/groups/144130126892991/",,"","","Reach4Help",,"2020-04-01"
"GRAND TRAVERSE COUNTY MUTUAL AID","","https://docs.google.com/forms/d/e/1FAIpQLScfSUoYchrIXnzTCdDIwsM-2YGa04XzTLE6xU5SGezE6rI1OA/viewform",,"East Bay Township, MI, USA",44.668581,-85.56058,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLScfSUoYchrIXnzTCdDIwsM-2YGa04XzTLE6xU5SGezE6rI1OA/viewform",,"","","Reach4Help",,"2020-04-01"
"FEED THE NEED ALLEGAN COUNTY","FacebookMutualAid","https://www.facebook.com/groups/886253631847481/",,"Allegan Township, MI 49010, USA",42.5913,-85.888462,,,"",,"https://www.facebook.com/groups/886253631847481/",,"","","Reach4Help",,"2020-04-01"
"HURON VALLEY MUTUAL AID","","https://docs.google.com/forms/d/e/1FAIpQLSdhW2voPOll9Jmy_QR0AXk1Pge1JGn3tByJ-SlPfKNsMjcHLg/viewform",,"Lakewood, Ann Arbor, MI 48103, USA",42.253197,-83.83878,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSdhW2voPOll9Jmy_QR0AXk1Pge1JGn3tByJ-SlPfKNsMjcHLg/viewform",,"","","Reach4Help",,"2020-04-01"
"KALKASKA RESPONSE TEAM","","https://elizabethannedunha.wixsite.com/kalkaskaresponseteam",,"Oliver Township, MI, USA",44.684592,-85.090253,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSdTo09tnTPEUXfIBF9AudVIcb2EeDYggWYTvnRVeHuByZqrAw/viewform",,"","","Reach4Help",,"2020-04-01"
"ANTRIM COUNTY MUTUAL AID","","https://docs.google.com/forms/d/e/1FAIpQLSckdiDnfMenlqmraSxU7PjKi3M1GWK66E5GQsWnBIfd79Zx-A/viewform","https://www.facebook.com/groups/2228122717494765","Kearney Township, MI, USA",44.99904,-85.140227,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSckdiDnfMenlqmraSxU7PjKi3M1GWK66E5GQsWnBIfd79Zx-A/viewform",,"","","Reach4Help",,"2020-04-01"
"LANSING AREA MUTUAL AID","","https://docs.google.com/forms/d/1Du9AJTV6Z4uZ5Kmi6fBcE6_WN1RFPPaBmCpPYUUAEf4/viewform?edit_requested=true",,"Downtown, Lansing, MI, USA",42.73418,-84.552549,,,"",,"https://docs.google.com/forms/d/1Du9AJTV6Z4uZ5Kmi6fBcE6_WN1RFPPaBmCpPYUUAEf4/viewform?edit_requested=true",,"","","Reach4Help",,"2020-04-01"
"EMMET COUNTY HELPING HANDS","","https://docs.google.com/forms/d/e/1FAIpQLSc1HSE7-la427QVGIDV27an6QaK7rNA-oSwRjv5YWingpbrJA/viewform?fbclid=IwAR3wHmqwTou2MRW1e6kg_y6wcSRr8ncyt245ssz_-gaSvVrtgB-n_eQAiX4","https://www.facebook.com/groups/234362584615594","Pleasantview Township, MI, USA",45.52057,-84.890727,,,"",,"https://docs.google.com/forms/d/e/1FAIpQLSc1HSE7-la427QVGIDV27an6QaK7rNA-oSwRjv5YWingpbrJA/viewform?fbclid=IwAR3wHmqwTou2MRW1e6kg_y6wcSRr8ncyt245ssz_-gaSvVrtgB-n_eQAiX4",,"","","Reach4Help",,"2020-04-01"
"Greater Barre Mutual Aid","","https://barremutualaid.recovers.org","https://www.facebook.com/pages/Recovers/182766635129248","Greater Barre, Vermont",44.194269,-72.501209,,,,"https://barremutualaid.recovers.org/needs/new","https://barremutualaid.recovers.org/volunteer_info/new",,"","","Reach4Help",,"2020-04-01"
"Addison County Mutual Aid","","https://sites.google.com/view/acvtmutualaid/",,"Addison County, Vermont",44.047818,-73.165371,,,,"https://docs.google.com/forms/d/e/1FAIpQLSd0Vb6YwJbKRB1nWamFOzDalpzZTJ03k5Q0TGBF2iEarcwVRg/viewform","https://docs.google.com/forms/d/e/1FAIpQLSfQOlYvwEaiwzjC8RzgViwFFbZhMv2TwJiQUrikhpJcEOwlQg/viewform",,"","","Reach4Help",,"2020-04-01"
"Vermont Essential Workers Child Care Program","","https://webportalapp.com/webform/essentialworkers",,"Vermont",43.987126,-72.717293,,,,,,,"","","Reach4Help",,"2020-04-01"
