,unique_id,Name,Homepage,image_url,Description,City,State,Country,Lat,Lng
14,5e7fe3c1b028146fed000c1a,Champaign County IL Relief & Recovery,https://champaigncountyil.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e7fe3c1b028146fed000c1a/orbit_four_columns_Champaign_County_Courthouse.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Rantoul,Illinois,US,-88.1470035,40.3204635
15,5e7fb375b028144686000b14,Homer Harris Hub COVID-19 Support,https://homerharrishub.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e7fb375b028144686000b14/orbit_four_columns_HHHSculpture.jpg,Welcome to the Homer Harris Hub COVID-19 Support website.  We focus on the neighborhood near Homer Harris Park at 24th Avenue and East Howell Street in Seattle. All information you provide is private. TELEPHONE: 206.486.7701,Seattle,Washington,US,-122.3009865,47.61759453398934
16,5e7e43b0b02814ba650002b1,Helena Solidarity Network,https://helena.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Helena,Montana,US,-112.02064999999999,46.58976000000007
17,5e7e11a7b0281491c00009d6,"White River Valley, Vermont",https://wrv-vt.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Bethel,Vermont,US,-72.43029995951552,43.722284182439445
18,5e7d5e94b02814b7b00000cc,Churchill Area,https://southwesteugene.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Eugene,Oregon,US,-123.08853999999997,44.04992000000004
19,5e7cdfebb02814b92800023e,Sweet Home Oregon Response and Recovery,https://sweethome.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e7e4462b02814f5df000397/orbit_four_columns_Sweet_Home__Oregon_Downtown.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Sweet Home,Oregon,US,-122.72952999999995,44.397800000000075
20,5e7bec32b02814460f0002c0,Lopez Island Community Response Hub,https://lopezisland.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e7bec32b02814460f0002c0/orbit_four_columns_LOPEZ_w-heart.jpg,"Community COVID-19 Response on Lopez Island. Please volunteer, donate, or post a need. Stuck? Have questions? See the links in the Emergency Info box below.",Lopez Island,Washington,US,-122.91394999999994,48.523420000000044
21,5e7ad27bb02814d52a000945,Forrest Community Recovery,https://forrest.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Forrest,Victoria,AU,143.71496000000002,-38.51678999999996
22,5e796371b028149c440000be,COVID-19 Community Support and Volunteering - Perth WA,https://perthwa.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e796371b028149c440000be/orbit_four_columns_Screenshot_2020-03-25_Joanne___wonder_doodles____Instagram_photos_and_videos.png,"A hub designed to connect Perth residents affected by the COVID-19 outbreak. Individuals, sign up to ask for help or volunteer.  Organisations and businesses, click “I Represent a Local Organisation” to sign up and connect to those needing help.",Perth,Western Australia,AU,115.85742000000005,-31.95264999999995
23,5e78fe8db02814c062000a08,Benton County Recovers: COVID-19 (Coronavirus) Response,https://bentoncounty.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e7921dcb028142937001ac2/orbit_four_columns_IMG_5386.jpg,"This site is designed to facilitate community preparedness and recovery in Benton County, Oregon. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.",Corvallis,Oregon,US,-123.2623174212882,44.56618621259167
24,5e77e244b0281415660009a2,Vancouver Volunteers for Covid-19,https://vancouvervolunteers.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e77e394b0281415660009c5/orbit_four_columns_IMG_6454.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Vancouver,British Columbia,CA,-123.11335999999994,49.260380000000055
25,5e7783bfb0281466f0000042,Whiteaker Mutual Aid Network,https://eugene.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e796389b028149b0600001c/orbit_four_columns_Capture.JPG,This site provides COVID-19 preparedness & recovery for Whiteaker residents. Neighbors can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Eugene,Oregon,US,-123.08853999999997,44.04992000000004
26,5e750e26b028141450000106,Mutual Aid Hub Hull & East Riding,https://hullandeastriding.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Hull,England,GB,-0.3456499999999778,53.74321000000003
27,5e749747b02814f82200024f,Wood-Ridge Neighborhood Support Network,https://wood-ridge.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Wood-Ridge,New Jersey,US,-74.08747999999997,40.84420000000006
28,5e740553b028146423000443,"Walker County, GA - Help Walker Now!",https://walker.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e740553b028146423000443/orbit_four_columns_458ABE1C-D5C0-40C9-942C-4B09B14616DD.png,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,LaFayette,Georgia,US,-87.25375999999994,33.742200000000025
29,5e73f7f4b02814b0910004fd,Lebanon Oregon COVID-19 Response & Recovery,https://lebanon.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e76b295b0281493fc0003b1/orbit_four_columns_IMG_7309.JPG,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Lebanon,Oregon,US,-122.90704,44.53689000000003
30,5e73f6feb02814f9640005ba,Greater Patchogue COAD,https://patchogue.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e73f6feb02814f9640005ba/orbit_four_columns_Foundation_Letter_Logo.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Patchogue,New York,US,-73.01117999999997,40.762200000000064
31,5e73c5f0b0281464230000f0,Atlanta GA Coronavirus Community Response,https://atlanta.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Atlanta,Georgia,US,-84.39110999999997,33.74831000000006
32,5e73a238b028147a960005fd,West Seattle Support,https://westseattlecovid.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e73a238b028147a960005fd/orbit_four_columns_West_Seattle_Long_Bach_Nguyen.png,"This site is designed to facilitate community preparedness and recovery. Residents and Organizations can request help or sign up to donate and volunteer. 

Photo credit: Long Bach Nguyen (lbnguyen@hotmail.com)",Seattle,Washington,US,-122.32944999999995,47.60357000000005
33,5e72d544b02814e11b0002c0,Stark Cares Recovery,https://starkcounty.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Alliance,Ohio,US,-81.08668800000001,40.908352575227944
34,5e711607b02814cce50002f2,Alexandria VA,https://alexandriava.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Alexandria,Virginia,US,-77.04340999999994,38.80460000000005
35,5e70fedab0281409bd000181,Riverton Utah Responds,https://rivertonutah.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Riverton,Utah,US,-111.93166999999994,40.52054000000004
36,5e70fc1ab02814cce5000191,Twin Cities COVID-19 Preparedness and Response Alliance,https://twincities.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Minneapolis,Minnesota,US,-93.26493999999997,44.97902000000005
37,5e70dce1b02814160f00003b,North Metro COVID-19 Preparedness and Response,https://andover.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Andover,Minnesota,US,-93.30617999999998,45.24419000000006
38,5e70cb97b02814d9e50005ce,DLR Covid-19 Community Response,https://dlrcovid19.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e70cb97b02814d9e50005ce/orbit_four_columns_6965A536-24A0-4C39-A0DD-F0186C13D6B9.jpeg,To facilitate a coordinated community response to Covid-19 in Dun Laoghaire Rathdown. Citizens of DLR can request help or sign up to donate and volunteer. Organisations can help by clicking “I Represent a Local Organization” at the upper-right.,Dun Laoghaire,Leinster,IE,-6.13585999999998,53.29395000000005
39,5e705b94b028148d6a000412,Mutual Aid Worcester,https://worcester.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Worcester,Massachusetts,US,-71.80218999999994,42.26341000000008
40,5e701ba1b028148d6a00011a,Isolation Resilience Wentworthville,https://parra.recovers.org,,"This site is designed to facilitate community preparedness and the distribution of resources for residents in Wentworthville and surrounding suburbs of Toongabbie, Pendle Hill, Constitution Hill, Old Toongabbie and Westmead.",Sydney,New South Wales,AU,151.0108600000001,-33.81681999999995
41,5e70129db02814d24c0001f1,Madison Mutual Aid & Crisis Response,https://madisonwi.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Madison,Wisconsin,US,-89.38643999999994,43.07313000000005
42,5e6fdd14b02814d282000261,Barre Mutual Aid,https://barremutualaid.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e6fdd14b02814d282000261/orbit_four_columns_BMA_Logo_Transparent.png,"Barre Mutual Aid helps members of the community give and receive support.   You can request help, donate, or volunteer.      Local community organizations can participate by clicking “I Represent a Local Organization” at  upper-right.  tel 505-9110",Barre,Vermont,US,-72.50146999999998,44.19689000000005
43,5e6f62c9b0281401080002c9,Cleveland Pandemic Response - COVID19 Community Hub,https://cleveland.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e71a22eb02814a4fd000001/orbit_four_columns_pbjcrop.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Cleveland,Ohio,US,-81.69073999999995,41.50473000000005
44,5e6d4ddcb02814bb600002cf,Arrowhead COVID Care Hub,https://arrowhead.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Colton,California,US,-117.32320999999996,34.07214000000005
45,5e6d01ecb028142ef9000298,WNC Mutual Aid Network,https://asheville.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Asheville,North Carolina,US,-82.55339999999995,35.59868000000006
46,5e6c57adb02814e2dc0000bc,Orcas Island Community Response Hub,https://orcas.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e6c57adb02814e2dc0000bc/orbit_four_columns_GiveOrcasFEAT.jpg,"Community COVID-19 Response on Orcas Island. Please volunteer, donate, or post a need. Stuck? Have questions? See the links in the Emergency Info box below.",Eastsound,Washington,US,-122.417582953527,47.91601834592249
47,5e6c0e73b02814cd9e00806f,Bainbridge Prepares: COVID-19 Response,https://bainbridgeislandcovid19.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e6ec445b028145f85000133/orbit_four_columns_Bainbridge_Prepares_Logo.jpeg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Bainbridge Island,Washington,US,-122.52099999999996,47.62728000000004
48,5e6be2f7b02814cd9e007fc7,Canyon Community Support Hub,https://canyon.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e6be2f7b02814cd9e007fc7/orbit_four_columns_15085581_10153843236922186_2502788678877931071_n.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Canyon,California,US,-122.16550999999998,37.82931000000008
49,5e6aae07b02814cd9e007946,TESTING: Dublin Coronavirus Citizen Help Request/Donation Project (Note: not for medical help),https://dublin.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e6aae07b02814cd9e007946/orbit_four_columns_7422296676_719a103d73_c.jpg,TESTING: This TEST site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organisations can help by clicking “I Represent a Local Organisation” at the upper-right.,Dublin,Dublin,IE,-6.248269999999934,53.348070000000064
50,5e6a66dbb02814e779007359,Llansadwrn  and Llanwrda relief hub,https://llansadwrn.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e6a66dbb02814e779007359/orbit_four_columns_Llansadwrn_Church.JPG,This site is designed to facilitate community preparedness &  recovery during Covid19. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Llanwrda,Wales,GB,-3.8740499999999543,51.96674000000007
51,5e6a4a03b02814e779007268,North End COVID-19 Comunity Response Taskforce,https://novascotia.recovers.org,,Welcome! This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Kings,Nova Scotia,CA,-64.47716269545599,45.08010264853587
52,5e338d12b0281480030080c0,Bowraville community relief hub,https://bowraville.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5e338d12b0281480030080c0/orbit_four_columns_r0_245_5004_3314_w1200_h678_fmax.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Bowraville,New South Wales,AU,152.85327000000007,-30.644139999999936
53,5e28d6edb02814d4ae00153b,Sandy City EOC,https://sandy.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e28e16db028142987000005/orbit_four_columns_Plowing9.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Sandy City,Utah,US,-111.86055999999996,40.57204000000007
54,5e221f91b028141074005956,Cann Valley Bushfires,https://cannriver.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5e29479ab0281407e200005e/orbit_four_columns_81902768_10220761477201992_1795710583618666496_n.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Cann River,Victoria,AU,149.15170000000012,-37.56439999999998
55,5de96055b02814b686001593,Grand County Recovery Hub,https://grand.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/files/slideshow_image/image/5de96337b02814f38600000e/orbit_four_columns_fire-sbt-091418-1-1240x825.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Tabernash,Colorado,US,-105.90934095187934,40.00460024084328
56,5de64dc3b0281458a800147f,Central Victoria Disaster Coodination,https://cvdisastercoordiation.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Melbourne,Victoria,AU,144.78370620145907,-37.70744123145527
57,5dd1bee4b0281492b600153e,Macleay Valley & Surrounds Disaster Relief Coordination,https://macleayvalley.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5dd1bee4b0281492b600153e/orbit_four_columns_72996263_2562132450535609_6472049698235482112_o.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Kempsey,New South Wales,AU,152.84243000000004,-31.078409999999963
58,5dccd87eb02814b277002840,Manning Valley & Surrounds Fire Relief Coordination,https://manningvalley.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5dccd87eb02814b277002840/orbit_four_columns_Picture1.png,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Taree,New South Wales,AU,152.46081000000004,-31.913499999999942
59,5dc5c810b0281465230037d8,Low Income Home Energy Assistance Program,https://ukiah.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Ukiah,California,US,-123.2079,39.15093000000007
60,5daf4956b028146691013b48,Louisa Strong,https://louisava.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Louisa,Virginia,US,-78.00374999999997,38.025460000000066
61,5da34af9b02814e51000e648,Cincinnati Ohio Disaster Relief,https://cincinnati.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Cincinnati,Ohio,US,-84.45688999999999,39.162000000000035
62,5d90c910b02814cb8600eb09,"Del Norte County, CA",https://delnortecounty.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Crescent City,California,US,-124.2025605,41.77001195401238
63,5d571d51b02814824a00aa7b,Resilient Humboldt,https://humboldt.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Ferndale,California,US,-124.26230921418143,40.5908683957665
64,5d4cb826b02814f32600653e,Ames Community Disaster Resilience,https://ames.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Ames,Iowa,US,-93.62019999999995,42.02534000000003
65,5d250992b02814958601377e,Winnetka community,https://winnetka.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Winnetka,California,US,-118.57097999999996,34.20329000000004
66,5d236e0fb028149586012caa,Santa Barbara Bucket Brigade,https://santabarbara.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Santa Barbara,California,US,-119.69904999999994,34.41938000000005
67,5d0a9b2bb0281478fe00b0fd,East Central Long-Term Recovery,https://ecltrg.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Columbus,Nebraska,US,-97.37203999999997,41.43106000000006
68,5d03b7beb0281495860044f6,collab planning test,https://collabplan.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Durham,North Carolina,US,-78.89643999999998,35.995420000000024
69,5cca797bb02814b949001acd,Narrabri Community Relief Hub,https://narrabri.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Narrabri,New South Wales,AU,149.76727000000005,-30.338529999999935
70,5cb6263ab0281427990085dc,Columbus/Platte County Area Long Term Recovery,https://columbus.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Columbus,Nebraska,US,-97.37203999999997,41.43106000000006
71,5cabbf55b02814ad56007262,York County Area VOAD,https://yorkcountysc.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Rock Hill,South Carolina,US,-81.037701,34.90526962307671
72,5cab8103b02814c67800b779,Albany Oregon Response and Recovery,https://albany.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5cab8103b02814c67800b779/orbit_four_columns_fireworks.jpg,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Albany,Oregon,US,-123.10775999999998,44.63548000000003
73,5c94e0f2b02814c67800337f,Boston Landing,https://bostonlanding.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Boston,Massachusetts,US,-71.05673999999993,42.35866000000004
74,5c815f44b02814156001362f,City of Sutherlin Office of Emergency Management,https://sutherlinoem.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Sutherlin,Oregon,US,-123.31073999999995,43.39056000000005
75,5c6f4b91b02814c1f701103a,Alfred-Plantagenet Relief Hub,https://alfred-plantagenet.recovers.org,,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Alfred and Plantagenet,Ontario,CA,-74.98983999999996,45.54036000000008
76,5c52daebb0281424ff000c6c,Wurdale & Surrounds Recovery Network,https://wurdale.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5c52daebb0281424ff000c6c/orbit_four_columns_web-wurdale-2.jpg,Welcome! We are local organisations working together to broker local solutions to meet the changing needs of the people of Wurdale & surrounds during the COVID-19 pandemic.,Winchelsea South,Victoria,AU,143.9781432894225,-38.30069048983388
77,5c207fb8b02814e14f0000cc,East Gippsland Drought Recovery Hub,https://eastgippsland.recovers.org,https://recovers-org-production.s3.amazonaws.com/slideshows/community/featured_image/5c207fb8b02814e14f0000cc/orbit_four_columns_download__1_.png,This site is designed to facilitate community preparedness and recovery. Residents can request help or sign up to donate and volunteer. Organizations can help by clicking “I Represent a Local Organization” at the upper-right.,Swifts Creek,Victoria,AU,144.91599271872937,-37.58587189956976
