"Name","Classification","Homepage","SocialMedia","Locality","Lat","Lng","Address","Country","Description","SupportRequest","SupportOffer","Hotline","Tags","Notes","ListingSource","ListingSourceId","ListingSourceUpdated"
"Connecticut / Hartford, Bridgeport, Waterbury, New Haven: Mutual Aid Network (English version)","","https://docs.google.com/document/d/1F6b03pTNxGC9Fc3_AZy3Po6jWEzSdJl3FCDOlZX6FLY/edit?fbclid=IwAR0AA8_JU26LynPwwbX1jj9jh2Xlw52gXqxCVnwkNFimfMbBJ522vVmoYOs","","Hartford/Bridgeport/Waterbury/New Haven, CT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Connecticut / Hartford, Bridgeport, Waterbury, New Haven: Mutual Aid Network (Spanish version)","","https://docs.google.com/document/d/19cK5eq_unhr0z4T_AGkKO93r7-qJqQ3LxuXjlWvY62A/edit","","Hartford/Bridgeport/Waterbury/New Haven, CT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New London Mutual Aid Collective - Community Network","FacebookMutualAid","https://www.facebook.com/groups/646521702359874/?ref=br_rs","https://www.facebook.com/groups/646521702359874/?ref=br_rs","New London, CT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid/Ayuda Mutua Norwalk CT","","https://docs.google.com/document/d/1mtVXb3YV0Ph_ZOFGUwM26EdrS28R04_BYrwrla3QSPY/edit?usp=sharing","https://www.facebook.com/groups/norwalkmutualaid/","Norwalk, CT",,,,"USA","","https://forms.gle/T5gudDgWvAfqRdKU9","https://docs.google.com/forms/d/e/1FAIpQLSeld67D3EQOWDaE1OfkG0zux2mYcBbd8Xv4T7BWaqXHEXc4Pw/viewform?usp=sf_link","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Stratford Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/557607951811043/","https://www.facebook.com/groups/557607951811043/","Stratford, CT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"CT Mutual Aid","","https://ctmutualaid.com/","","Hartford, CT",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSftDN2mV9dCv_5uF2n341h21hNfT80bzNYmVJQaBFHUvi909A/viewform","https://docs.google.com/forms/d/e/1FAIpQLSftDN2mV9dCv_5uF2n341h21hNfT80bzNYmVJQaBFHUvi909A/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid WNHBH","","https://docs.google.com/spreadsheets/d/1oY_Xpu07LYU8AWdxatmHfFQwcT6cbff1jDWAF0wS9ik/edit?fbclid=IwAR20eRilQLE63BrAE95tY-x6oU3ACN5siYOvNBIPeyPCNeIXaXbdR8NbxJU#gid=0","","New Haven, CT",,,,"USA","","https://docs.google.com/spreadsheets/d/1oY_Xpu07LYU8AWdxatmHfFQwcT6cbff1jDWAF0wS9ik/edit?fbclid=IwAR20eRilQLE63BrAE95tY-x6oU3ACN5siYOvNBIPeyPCNeIXaXbdR8NbxJU#gid=0","https://docs.google.com/forms/d/e/1FAIpQLSeWN1V25kvvY-zO5yNpeLf1_VpFVfz1RXntPw98TBin3g0GXw/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Milford Mutual Aide Network","FacebookMutualAid","https://www.facebook.com/groups/2621163948207116/","https://www.facebook.com/groups/2621163948207116/","Milford, CT",,,,"USA","","https://docs.google.com/spreadsheets/d/1U_WJVPiTyX4N7DH6vwTs2I6CCypTNE3mlbZjmXHfDVI/edit?usp=sharing","https://docs.google.com/spreadsheets/d/13Qd7oP5bw_Hqj3VvQQ_SEN5D5qix8H_lsOtelly93GY/edit?usp=sharing","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bridgeport Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/151365126136697/?epa=SEARCH_BOX","https://www.facebook.com/groups/151365126136697/?epa=SEARCH_BOX","Bridgeport, CT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Share The Care - Connecticut","FacebookMutualAid","http://www.facebook.com/sharethecareandlove","http://www.facebook.com/sharethecareandlove","Ansonia, CT",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Takoma DC Community Care and Mutual Aid Signup","","https://docs.google.com/forms/d/e/1FAIpQLSfwZ4xkZzW2-TdWlIUPlSpvaG1QRIRHy4ulYKqsyV9NqgKYMw/viewform","","Takoma, Washington, DC",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSfwZ4xkZzW2-TdWlIUPlSpvaG1QRIRHy4ulYKqsyV9NqgKYMw/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Petworth Helping Hands","","https://docs.google.com/spreadsheets/d/1F-hOHjM4rgGbLwiPx4rWkkpbPxqI6ceEY8yWllKhKDA/edit#gid=0","","Petworth, Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"DC Mutual Aid","FacebookMutualAid","https://www.facebook.com/DCMutualAid/","https://www.facebook.com/DCMutualAid/","Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"DC Mutual Aid (Multiple Neighborhood Groups)","","https://docs.google.com/spreadsheets/d/1wLncKL-9ixUFV_UIW08SO-MNVVMhupcK1sFtlTt5L3M/edit#gid=1634357411","","Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Help your neighbors - DMV (COVID-19 Relief)","FacebookMutualAid","https://www.facebook.com/groups/691495051389925/?ref=br_rs","https://www.facebook.com/groups/691495051389925/?ref=br_rs","Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"DC Mutual Aid Network (Ward 7 and 8)","","https://www.congressheightsontherise.com/blog/dc-mutual-aid-network-for-ward-7-and-8-residents","","Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"SW Neighbor Aid","","https://docs.google.com/forms/d/e/1FAIpQLSe94u6848X7Mrn0Z2XyUi4IxuoThn-Zvhf47OqT-oR1S4bjxQ/viewform","","Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"DC Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/groups/492881801379594/about/","https://www.facebook.com/groups/492881801379594/about/","Washington, DC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"The Helpers: Delaware Pandemic Response","FacebookMutualAid","https://www.facebook.com/groups/thehelpersDE/","https://www.facebook.com/groups/thehelpersDE/","DE",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Los Ayudantes: Respuesta de Delaware a la Pandemia","FacebookMutualAid","https://www.facebook.com/groups/890745734716986/learning_content/","https://www.facebook.com/groups/890745734716986/learning_content/","DE",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"BocaHelps","","https://bocahelps.com/","","Boca Raton, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Gainesville COVID-19 Mutual Aid","FacebookMutualAid","facebook.com/groups/243135496869312/?ref=br_rs","facebook.com/groups/243135496869312/?ref=br_rs","Gainesville, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Hernando County, FL Mutual Aid Effort","FacebookMutualAid","https://www.facebook.com/groups/150711639466015/about/","https://www.facebook.com/groups/150711639466015/about/","Hernando County, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Coronavirus Mutual Aid Network of Brevard County, FL","FacebookMutualAid","https://www.facebook.com/groups/mutualaidbrevard/?ref=br_rs","https://www.facebook.com/groups/mutualaidbrevard/?ref=br_rs","Melbourne, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Buddy System MIA","","http://www.buddysystemMIA.com","","Miami, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tampa Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSfDAa3Q7LK1YiJJDOFenqD46ncgl3XZZPVkOQAPL4KBO2dj6w/viewform","","Tampa, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Southshore FL Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/groups/223436298800907/","https://www.facebook.com/groups/223436298800907/","Southshore, Tampa, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Greater Tampa","","https://docs.google.com/document/d/1qSt4xTJpEZ0pa5-ZxbUi5WZX5w6JI4Do8u4zU6nENLg/edit","","Tampa, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"CHNA Neighbors Helping Neighbors","","http://www.mychna.org/","","Crescent Heights, St. Petersburg, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"West Florida Mutual Aid","FacebookMutualAid","https://www.facebook.com/West-Florida-Mutual-Aid-Committee-105554577751398/","https://www.facebook.com/West-Florida-Mutual-Aid-Committee-105554577751398/","Pensacola, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tallahassee Community Assistance Service","","https://docs.google.com/document/d/1nxhYhIFt3P5i8reek6yWNHY0hpTIb0JdmrmcvurrDHA/edit","https://www.facebook.com/groups/530850841189648","Tallahassee, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 MUTUAL AID WILTON MANORS, FL","FacebookMutualAid","https://www.facebook.com/groups/532962177633823/","https://www.facebook.com/groups/532962177633823/","Wilton Manors, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 MUTUAL AID CORAL SPRINGS, FL","FacebookMutualAid","https://www.facebook.com/groups/203365737747894/?ref=bookmarks","https://www.facebook.com/groups/203365737747894/?ref=bookmarks","Coral Springs, FL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Atlanta Survival Program","","https://atlsurvival.org","","Atlanta, GA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Georgia Tech Mutual Aid Group","","https://docs.google.com/document/d/1_bJq94j3p2n-lDoETOH7wzhACjjmgw9l23QpbCa0Cag/edit","","Atlanta, GA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Atlanta COVID-19 Solidarity & Mutual Aid","","https://docs.google.com/document/d/1_bJq94j3p2n-lDoETOH7wzhACjjmgw9l23QpbCa0Cag/mobilebasic","","Atlanta, GA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Athens Mutual Aid Network","","https://www.skinsandclaystudio.com/contact-us","","Athens, GA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Neighbors Helping Neighbors Des Moines Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSf9c67i9Hk3tNMtVFfkXAZOM2PAqUIZ9yCpNrT4-F074WWibQ/viewform?fbclid=IwAR2CnL-ilgcHknj96XORuGqVu6dYv3OOiiKXd1dkUsB27OlMDXo9S1nD2pI","","Des Moines, IA",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSf9c67i9Hk3tNMtVFfkXAZOM2PAqUIZ9yCpNrT4-F074WWibQ/viewform?fbclid=IwAR2CnL-ilgcHknj96XORuGqVu6dYv3OOiiKXd1dkUsB27OlMDXo9S1nD2pI","https://docs.google.com/forms/d/e/1FAIpQLSf4Nc5DHWkgewR6RVezyQ6bUw6jPSbdmBxWsKwEn4JzdT1iaw/viewform?fbclid=IwAR1GmvhIUu2rDzY3RQmJcxxhfCL7yKbmpy3s-prmkhWSOB7RLJRxo-u-BG4","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Community Support Project DSM","","https://docs.google.com/forms/d/e/1FAIpQLSe0ptHHSGTJxMd8xeRJ3w-6KPAIKdnBvWsazYyHX9Sfx5Ct1A/viewform","","Des Moines, IA",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSe0ptHHSGTJxMd8xeRJ3w-6KPAIKdnBvWsazYyHX9Sfx5Ct1A/viewform","https://forms.gle/7p49q1XkrqdnERuy7","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Grinnell, IA Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/groups/200666177697167/?ref=br_rs","https://www.facebook.com/groups/200666177697167/?ref=br_rs","Grinnell, IA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"I Can Help — Decorah & Winneshiek County Mutual Aid Network","","https://docs.google.com/forms/d/e/1FAIpQLSeia06bSZaRTmoRtOisOYArNZViZhxMYyygNykv_tdd4Y2bYA/viewform","","Decorah, IA",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSeia06bSZaRTmoRtOisOYArNZViZhxMYyygNykv_tdd4Y2bYA/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Linn County, IA Coronavirus support, swap, resources group","FacebookMutualAid","https://www.facebook.com/groups/881359378990113/","https://www.facebook.com/groups/881359378990113/","Cedar Rapids, IA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bannock County Corona Mutual Aid Group","FacebookMutualAid","https://www.facebook.com/groups/542908039684932/about/","","Pocatello, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"East Idaho Quarantine Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/223936838797653","","Idaho Falls, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Idaho Covid 19 Mutual Aid Group","FacebookMutualAid","https://www.facebook.com/groups/599362557311758/","","Boise, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Ada County COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/561233134486634/about/","","Boise, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Southeast Boise COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/228421531843249/?hc_location=group","","Boise, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Boise Bench COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/504207773573756/about/","","Boise, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Northend/Downtown/NW Boise/Garden City COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/884203602015234/?ref=br_rs","","Northend, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Meridian, ID COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/634092660497074/about/","","Meridian, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Eagle, ID COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/260166328311384/?ref=br_rs","","Eagle, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kuna ID COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/620194181867801/?ref=br_rs","","Kuna, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Star, ID COVID-19 M.A.G. (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/644986436334424/?ref=br_rs","","Star, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Canyon County - COVID 19 MAG (Mutual Aid Group)","FacebookMutualAid","https://www.facebook.com/groups/141263063913527/about/","","Canyon County, ID",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Champaign County COVID-19 Food Distribution Volunteer Sign-up","","https://docs.google.com/forms/d/e/1FAIpQLScMZ3xVsTHWLEqoQc7bssA3wk7p5SffUpohZk8-nEA26k2vwg/viewform?fbclid=IwAR0GNn_Bg3i-a_7vZZaqgqbxAvFeF8OIhPnICxVjfDvON7rgIiUehEIj0-k","","Champaign, IL",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLScMZ3xVsTHWLEqoQc7bssA3wk7p5SffUpohZk8-nEA26k2vwg/viewform?fbclid=IwAR0GNn_Bg3i-a_7vZZaqgqbxAvFeF8OIhPnICxVjfDvON7rgIiUehEIj0-k","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Central IL Mutual Aid MetaGuide","","https://docs.google.com/document/d/1WdGcHpIJLrdnMqlvO2CNGegV8k1apmKS2iqP9jIUMaU/edit","","Champaign-Urbana, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Illinois / Chicago: COVID-19 Mutual Aid Volunteer Sign-up","","https://docs.google.com/forms/d/e/1FAIpQLSd0MK1dnny1BTlzvohuRlnlC6fHqXKqez0hrZJLuZ6F4-qu9w/viewform?fbclid=IwAR2Hv2nPiztvHDf3Np_ncwJh3os4V0-k0xmS6cSLk5uR7w3pysPDar_5OfE","","Chicago, IL",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSd0MK1dnny1BTlzvohuRlnlC6fHqXKqez0hrZJLuZ6F4-qu9w/viewform?fbclid=IwAR2Hv2nPiztvHDf3Np_ncwJh3os4V0-k0xmS6cSLk5uR7w3pysPDar_5OfE","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Illinois / Chicago: 73.5 Neighborhood Resource Pool","","https://docs.google.com/forms/d/e/1FAIpQLSfF1NPewbkuQSQynD1cFad0zgTPhhervhMH-VBRNRqhW-T33w/viewform","","Chicago, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"UChicago Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/1290114234516495/","https://www.facebook.com/groups/1290114234516495/","Chicago, IL",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSf-uEFHV3NjqGIRFGH2_F7vVbTtg6RdaEajz8wEzisfqEa9Yg/viewform?fbclid=IwAR0dlisotyWZuU0If50_rEzJVk_R2es0ydoQUCQtWT-pr_Lvyl6sDwKdgCQ","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Chicago Caremongering - Community Response to COVID-19","FacebookMutualAid","https://www.facebook.com/groups/579978419269789/","https://www.facebook.com/groups/579978419269789/","Chicago, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Chicago COVID-19 Hardship and Help Page","","https://transformativespaces.org/2020/03/15/chicago-covid-19-hardship-and-help-page/amp/?__twitter_impression=true","","Chicago, IL",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSeJoBykIAsjxiIwoUgYPwo2rVM59tMH_PvMryxTtfPcJ1K2Zw/viewform","https://docs.google.com/spreadsheets/d/1RY5B47m4qo6lr4NNehC4Z4mXIrAogKpC7F5LjG4LubY/edit#gid=1378790480","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Rogers Park Community Response Team","","https://rpcrt.org/","","Chicago, IL",,,,"USA","","","","773-831-7668.","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Pilsen Vecinos Unidos: COVID-19 Neighborhood Volunteers","","https://docs.google.com/spreadsheets/d/1946zPaYuCT23eaCfs6GSm8_5rhFbWPtvMgAA4hhomLA/edit?fbclid=IwAR1B0a5djW9Y4sriXUSCmrUhvzcMu-0FlktgbZL0DVnmnU6YTW9UpSFcSrU#gid=0","","Chicago, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID19 Language Interpretation & Translation Volunteer Sign Up","","https://docs.google.com/forms/d/e/1FAIpQLSd3CgfnBa0R-9ZPqJEOewkQBAV_DBCyq9UFYnjdEXhYEGItYQ/viewform","","Chicago, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Northwestern Health Professions Graduate Students - Chicago COVID-19 Assistance Request Form","","https://docs.google.com/forms/d/e/1FAIpQLSewtTYn9cicsJ-UmZVi7mOPlXwb5XaKpq5qCqzUUnWOw_mgtQ/viewform","","Chicago, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Brave Space Alliance COVID-19 Mutual Aid Volunteer Sign-up","","https://www.bravespacealliance.org/covid-19","","Chicago, IL",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSelaHe7IlGXJcn7IcrBKn9pTYx_lW4kPktkR9MCLzjOijBrUQ/viewform","https://docs.google.com/forms/d/e/1FAIpQLSeFuaFQMR4SE3M7wbiB8FR0JOxOMzYXcBxhF6Yi_7MEcMMsFQ/viewform?fbclid=IwAR3b7YlOiWkhkmbDrDceIGfC14kNwhJSF0UQV1k3QvcNe95eQfWWb1k-oBQ","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Sittercity First Responder- Chicago Responds","","https://family.sittercity.com/chicagoresponds/","","Chicago, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Morton College COVID-19 Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSdpZC0Upru_KPtVtKTK1ff10MBQsFHdnoGhejcW6ixrKW0LPA/viewform","","Lyons, IL",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSdpZC0Upru_KPtVtKTK1ff10MBQsFHdnoGhejcW6ixrKW0LPA/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Mutual Aid Volunteers Rockford","","https://docs.google.com/forms/d/e/1FAIpQLSftFSaJCKiGiF8rjuZg3eXa4KMW_Uo-pVZP21GPnz-DiNk_1Q/viewform?fbclid=IwAR1hej0Nb8Cg5h6s3IejTJytucjOZiFajoN6ptVVgYl4G6qHwchKgETMbXY","","Rockford, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Chicago NW Suburbs","","https://tinyurl.com/mutualaidcnws","","Schaumburg, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Springfield Families Helping Families","FacebookMutualAid","https://www.facebook.com/groups/SpringfieldHelp/","https://www.facebook.com/groups/SpringfieldHelp/","Springfield, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"CU COVID","","https://cucovid.org/","","Urbana, IL",,,,"USA","","https://cucovid.org/index.php?title=Getting_Help","https://cucovid.org/index.php?title=Helping","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Raising Kane County","","https://www.raisingkane.io/","","St. Charles, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Lockport Area Mutual Aid","FacebookMutualAid","https://www.facebook.com/Covid-19-Lockport-Area-Mutual-Aid-100285148300404/","https://www.facebook.com/Covid-19-Lockport-Area-Mutual-Aid-100285148300404/","Lockport, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Roscoe/Rockton Neighbors Helping Neighbors","","https://www.roroneighbors.org/","","Roscoe, IL",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Indiana / Bloomington: No Space for Hate COVID 19 Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSd-No5BLo6y-9ubpTnQAzFyOk7Q7gwel7iLpD-7Q9gpPF36sg/viewform","","Bloomington, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bloomington Mutual Aid for Covid-19","","https://nospace4hate.btown-in.org/nsfh-mutual-aid/","","Bloomington, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Brown County (IN) COVID-19","FacebookMutualAid","https://www.facebook.com/groups/BroCoMutualAid","https://www.facebook.com/groups/BroCoMutualAid","Brown County, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID19 Mutual Aid — Indianapolis","","https://docs.google.com/forms/d/e/1FAIpQLScLCB8IJaNEaxsfbeJci5De9HjzEuNElTbl3nfW1iwUc5b5uw/viewform?fbclid=IwAR34Pwp8nsg4aAupayXgzbdcR8lBdPO4T040dbD572mqy7ZA73cMghVIpAc","https://www.facebook.com/groups/indymutualaid/?ref=br_rs","Indianapolis, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Greater Lafayette COVID-19 Mutual Aid Response","FacebookMutualAid","https://www.facebook.com/groups/187656082663278/","https://www.facebook.com/groups/187656082663278/","Lafayette, IN",,,,"USA","","https://docs.google.com/forms/d/1ejyRlCt_vQO00wtiaZQMzssHE6hkLwWFuaZjqzfTs_g/edit","https://docs.google.com/forms/d/1ykt-UibvesWK9yu91vOXxMfXlkzmlWXNGQ0OwSV7IC8/edit","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"South Bend Mutual Aid","","https://linktr.ee/southbend_mutualaid","","South Bend, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Helping Network of Elkhart County","","http://helpingnetwork.org","https://facebook.com/helpingnetwork.org","Goshen, IN",,,,"USA","","https://helpingnetwork.churchcenter.com/people/forms/116371","https://helpingnetwork.churchcenter.com/people/forms/116371","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"South Central Indiana Coronavirus Help","FacebookMutualAid","https://www.facebook.com/groups/SouthCentralIndianaCoronavirusHelp/","https://www.facebook.com/groups/SouthCentralIndianaCoronavirusHelp/","Columbus, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Richmond Response and Resource for Covid-19","","https://docs.google.com/spreadsheets/d/1Mj1aVxCW8c3WQTSwA8wlmi_npscjLHZ2SjZy6m7irsk/edit#gid=1020167366","https://www.facebook.com/groups/523050625297169/?ref=bookmarks","Richmond, IN",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kansas City Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/1596299170524391/?ref=br_rs","https://www.facebook.com/groups/1596299170524391/?ref=br_rs","Kansas City, KS",,,,"USA","","","https://docs.google.com/forms/d/1dAR0eboOb9_tIwZi8IuvIDhaO2DGapeQ4hFdYsnPosE/viewform?edit_requested=true&fbclid=IwAR1heTlkSy6iZ6zEa0OraWa_Evh2MqzFMdqV6ei-lveseNz6-90tb55fo5Q","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Strawberry Hill Coronavirus Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/136824581089511/?ref=share","https://www.facebook.com/groups/136824581089511/?ref=share","Kansas City, KS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Lawrence Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/lfkmutual/","https://www.facebook.com/lfkmutual/","Lawrence, KS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
